"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month","Neutral.Endorsements","Yes.Endorsements","No.Endorsements"
"Christine Mann","TX","U.S. House Texas District 31","Representative","Advanced","Lost",33.509998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,2,0
"Kent Lester","TX","U.S. House Texas District 31","Representative","Lost","None",10.32,"White","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"M.J. Hegar","TX","U.S. House Texas District 31","Representative","Advanced","Advanced",44.93,"White","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Mike Clark","TX","U.S. House Texas District 31","Representative","Lost","None",11.23,"White","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Brett Shipp","TX","U.S. House Texas District 32","Representative","Lost","None",16.34,"White","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Colin Allred","TX","U.S. House Texas District 32","Representative","Advanced","Advanced",38.43,"Nonwhite","No","No","No","No","No","Yes","Yes","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Ed Meier","TX","U.S. House Texas District 32","Representative","Lost","None",13.7,"White","No","No","No","No","No","Yes","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"George Rodriguez","TX","U.S. House Texas District 32","Representative","Lost","None",7.5900002,"Nonwhite","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Lillian Salerno","TX","U.S. House Texas District 32","Representative","Advanced","Lost",18.35,"White","No","No","No","No","No","Yes","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Ron Marshall","TX","U.S. House Texas District 32","Representative","Lost","None",3.24,"White","Yes","No","No","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Todd Maternowski","TX","U.S. House Texas District 32","Representative","Lost","None",2.3599999,"White","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Dayna Steele","TX","U.S. House Texas District 36","Representative","Advanced","None",72,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",3,10,2,0
"Jon Powell","TX","U.S. House Texas District 36","Representative","Lost","None",28,"White","No","No","Yes","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Catherine Krantz","TX","U.S. House Texas District 4","Representative","Advanced","None",68.620003,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Lander Bethel","TX","U.S. House Texas District 4","Representative","Lost","None",31.379999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Dan Wood","TX","U.S. House Texas District 5","Representative","Advanced","None",100,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Jana Lynne Sanchez","TX","U.S. House Texas District 6","Representative","Advanced","Advanced",36.900002,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"John Duncan","TX","U.S. House Texas District 6","Representative","Lost","None",13.52,"White","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Justin Snider","TX","U.S. House Texas District 6","Representative","Lost","None",6.8499999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Levii Shocklee","TX","U.S. House Texas District 6","Representative","Lost","None",5.7800002,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Ruby Faye Woolridge","TX","U.S. House Texas District 6","Representative","Advanced","Lost",36.950001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Alex Triantaphyllis","TX","U.S. House Texas District 7","Representative","Lost","None",15.73,"White","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral",3,8,0,4
"Ivan Sanchez","TX","U.S. House Texas District 7","Representative","Lost","None",5.6900001,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral",3,8,0,4
"James Cargas","TX","U.S. House Texas District 7","Representative","Lost","None",1.96,"White","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral",3,8,0,4
"Jason Westin","TX","U.S. House Texas District 7","Representative","Lost","None",19.16,"White","No","No","No","No","Yes","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral",3,8,0,4
"Joshua Butler","TX","U.S. House Texas District 7","Representative","Lost","None",3.77,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral",3,8,0,4
"Laura Moser","TX","U.S. House Texas District 7","Representative","Advanced","Lost",24.34,"White","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Yes","Neutral","Neutral",3,8,3,1
"Lizzie Pannill Fletcher","TX","U.S. House Texas District 7","Representative","Advanced","Advanced",29.360001,"White","No","No","No","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","No","Neutral","Neutral",3,8,1,3
"Steven David","TX","U.S. House Texas District 8","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Beto O'Rourke","TX","U.S. Senate Texas","Senator","Advanced","None",61.810001,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",3,11,1,0
"Edward Kimbrough","TX","U.S. Senate Texas","Senator","Lost","None",14.47,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,11,0,1
"Sema Hernandez","TX","U.S. Senate Texas","Senator","Lost","None",23.719999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,11,0,1
"Kurt Weiland","UT","U.S. House Utah District 1","Representative","Lost","None",43.150002,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Lee Castillo","UT","U.S. House Utah District 1","Representative","Advanced","None",56.849998,"Nonwhite","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Shireen Ghorbani","UT","U.S. House Utah District 2","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"James Singer","UT","U.S. House Utah District 3","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Ben McAdams","UT","U.S. House Utah District 4","Representative","Advanced","None",100,"White","No","No","Yes","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Jenny Wilson","UT","U.S. Senate Utah","Senator","Advanced","None",100,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Edwin Santana","VA","U.S. House Virginia District 1","Representative","Lost","None",32.900002,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,1,1
"John Suddarth","VA","U.S. House Virginia District 1","Representative","Lost","None",27.129999,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,1,1
"Vangie Williams","VA","U.S. House Virginia District 1","Representative","Advanced","None",39.970001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,1,1
"Alison Kiehl Friedman","VA","U.S. House Virginia District 10","Representative","Lost","None",22.959999,"White","No","No","No","Yes","No","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,9,1,2
"Dan Helmer","VA","U.S. House Virginia District 10","Representative","Lost","None",12.55,"White","Yes","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral",6,9,2,1
"Jennifer Wexton","VA","U.S. House Virginia District 10","Representative","Advanced","None",41.889999,"White","No","No","Yes","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,9,1,2
"Julia Biggins","VA","U.S. House Virginia District 10","Representative","Lost","None",2.8299999,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,9,2,1
"Lindsey Davis Stover","VA","U.S. House Virginia District 10","Representative","Lost","None",16.02,"White","No","No","No","No","No","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,9,1,2
"Paul Pelletier","VA","U.S. House Virginia District 10","Representative","Lost","None",3.76,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,9,1,2
"Elaine Luria","VA","U.S. House Virginia District 2","Representative","Advanced","None",62.330002,"White","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","Neutral",6,8,3,1
"Karen Mallard","VA","U.S. House Virginia District 2","Representative","Lost","None",37.669998,"White","No","No","No","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","No","Neutral",6,8,2,2
"Leslie Cockburn","VA","U.S. House Virginia District 5","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,11,1,0
"Charlotte Moore","VA","U.S. House Virginia District 6","Representative","Lost","None",18.450001,"White","No","No","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Jennifer Lewis","VA","U.S. House Virginia District 6","Representative","Advanced","None",47.669998,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,2,0
"Peter Volosin","VA","U.S. House Virginia District 6","Representative","Lost","None",27.190001,"White","No","Yes","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Sergio Coppola","VA","U.S. House Virginia District 6","Representative","Lost","None",6.6799998,"White","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Abigail Spanberger","VA","U.S. House Virginia District 7","Representative","Advanced","None",72.68,"White","No","No","No","No","No","No","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,9,2,1
"Dan Ward","VA","U.S. House Virginia District 7","Representative","Lost","None",27.32,"White","Yes","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral",6,9,2,1
"Anthony Flaccavento","VA","U.S. House Virginia District 9","Representative","Advanced","None",78.639999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,11,1,0
"Justin Santopietro","VA","U.S. House Virginia District 9","Representative","Lost","None",21.360001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,11,0,1
"Carolyn Long","WA","U.S. House Washington District 3","Representative","Advanced","None",NA,"White","No","No","No","No","No","No","Neutral","Yes","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Yes","Neutral","Neutral","Neutral",8,7,3,2
"David McDevitt","WA","U.S. House Washington District 3","Representative","Lost","None",NA,"White","Yes","No","No","Yes","No","No","Neutral","No","No","Neutral","Neutral","Neutral","No","No","Neutral","No","Neutral","Neutral","Neutral",8,7,0,5
"Dorothy Gasque","WA","U.S. House Washington District 3","Representative","Lost","None",NA,"White","Yes","No","No","No","Yes","No","Neutral","No","No","Neutral","Neutral","Neutral","Yes","Yes","Neutral","No","Neutral","Neutral","Neutral",8,7,2,3
"Martin Hash","WA","U.S. House Washington District 3","Representative","Lost","None",NA,"White","No","No","No","No","Yes","No","Neutral","No","No","Neutral","Neutral","Neutral","No","No","Neutral","No","Neutral","Neutral","Neutral",8,7,0,5
"Christine Brown","WA","U.S. House Washington District 4","Representative","Advanced","None",NA,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Lisa Brown","WA","U.S. House Washington District 5","Representative","Advanced","None",NA,"White","No","No","Yes","No","No","No","Yes","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,9,3,0
"Jason Rittereiser","WA","U.S. House Washington District 8","Representative","Lost","None",NA,"White","No","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,8,3,1
