"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month"
"Laura Quick","PA","U.S. House Pennsylvania District 9","Representative","Lost","None",28.16,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","5"
"James Smith Jr.","SC","Governor of South Carolina","Governor","Advanced","None",61.810001,"White","Yes","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","6"
"Marguerite Willis","SC","Governor of South Carolina","Governor","Lost","None",27.549999,"White","No","No","No","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Phil Noble","SC","Governor of South Carolina","Governor","Lost","None",10.64,"White","No","No","No","No","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Joe Cunningham","SC","U.S. House South Carolina District 1","Representative","Advanced","None",71.5,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Toby Smith","SC","U.S. House South Carolina District 1","Representative","Lost","None",28.5,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Annabelle Robertson","SC","U.S. House South Carolina District 2","Representative","Advanced","Lost",41.810001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Phil Black","SC","U.S. House South Carolina District 2","Representative","Lost","None",18.370001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Sean Carrigan","SC","U.S. House South Carolina District 2","Representative","Advanced","Advanced",39.82,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Hosea Cleveland","SC","U.S. House South Carolina District 3","Representative","Lost","None",30.27,"Nonwhite","Yes","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Mary Geren","SC","U.S. House South Carolina District 3","Representative","Advanced","None",69.730003,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Brandon Brown","SC","U.S. House South Carolina District 4","Representative","Advanced","Advanced",28.469999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Doris Lee Turner","SC","U.S. House South Carolina District 4","Representative","Advanced","Lost",29.459999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","6"
"Eric Graben","SC","U.S. House South Carolina District 4","Representative","Lost","None",25.719999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"J.T. Davis","SC","U.S. House South Carolina District 4","Representative","Lost","None",7.2199998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Will Morin III","SC","U.S. House South Carolina District 4","Representative","Lost","None",9.1300001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Archie Parnell","SC","U.S. House South Carolina District 5","Representative","Advanced","None",59.959999,"White","No","No","No","No","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Mark Ali","SC","U.S. House South Carolina District 5","Representative","Lost","None",13.41,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Sidney Moore","SC","U.S. House South Carolina District 5","Representative","Lost","None",17.17,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Steve Lough","SC","U.S. House South Carolina District 5","Representative","Lost","None",9.46,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Bill Hopkins","SC","U.S. House South Carolina District 7","Representative","Lost","None",17.780001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Bruce Fischer","SC","U.S. House South Carolina District 7","Representative","Lost","None",11.22,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Mal Hyman","SC","U.S. House South Carolina District 7","Representative","Advanced","Lost",29.700001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Robert Williams","SC","U.S. House South Carolina District 7","Representative","Advanced","Advanced",41.299999,"Nonwhite","Yes","No","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Billie Sutton","SD","Governor of South Dakota","Governor","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Timothy Bjorkman","SD","U.S. House South Dakota At-large District","Representative","Advanced","None",100,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","6"
"Craig Fitzhugh","TN","Governor of Tennessee","Governor","Lost","None",19.42,"White","Yes","No","Yes","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Karl Dean","TN","Governor of Tennessee","Governor","Advanced","None",75.139999,"White","No","No","Yes","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Mezianne Vale Payne","TN","Governor of Tennessee","Governor","Lost","None",5.4400001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Martin Olsen","TN","U.S. House Tennessee District 1","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Joseph Schenkenfelder","TN","U.S. House Tennessee District 2","Representative","Lost","None",4.5100002,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Joshua Williams","TN","U.S. House Tennessee District 2","Representative","Lost","None",23.08,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Renee Hoyos","TN","U.S. House Tennessee District 2","Representative","Advanced","None",72.410004,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Danielle Mitchell","TN","U.S. House Tennessee District 3","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Christopher Hale","TN","U.S. House Tennessee District 4","Representative","Lost","None",34.720001,"White","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Mariah Phillips","TN","U.S. House Tennessee District 4","Representative","Advanced","None",47.509998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Steven Reynolds","TN","U.S. House Tennessee District 4","Representative","Lost","None",17.77,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Christopher Finley","TN","U.S. House Tennessee District 6","Representative","Lost","None",15.06,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Dawn Barlow","TN","U.S. House Tennessee District 6","Representative","Advanced","None",54.509998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Merrilee Wineinger","TN","U.S. House Tennessee District 6","Representative","Lost","None",22.059999,"White","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Peter Heffernan","TN","U.S. House Tennessee District 6","Representative","Lost","None",8.3699999,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Justin Kanew","TN","U.S. House Tennessee District 7","Representative","Advanced","None",62.110001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Matt Reel","TN","U.S. House Tennessee District 7","Representative","Lost","None",37.889999,"White","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"Erika Stotts Pearson","TN","U.S. House Tennessee District 8","Representative","Advanced","None",50.419998,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","8"
"John Boatner Jr.","TN","U.S. House Tennessee District 8","Representative","Lost","None",49.580002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","8"
"Gary Davis","TN","U.S. Senate Tennessee","Senator","Lost","None",5.2800002,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"John Wolfe","TN","U.S. Senate Tennessee","Senator","Lost","None",3.21,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Phil Bredesen","TN","U.S. Senate Tennessee","Senator","Advanced","None",91.510002,"White","No","No","Yes","Yes","No","No","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","8"
"Adrian Ocegueda","TX","Governor of Texas","Governor","Lost","None",4.4000001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Andrew White","TX","Governor of Texas","Governor","Advanced","Lost",27.4,"White","No","No","No","Yes","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Cedric Davis","TX","Governor of Texas","Governor","Lost","None",8.2399998,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Grady Yarbrough","TX","Governor of Texas","Governor","Lost","None",5.3699999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"James Clark","TX","Governor of Texas","Governor","Lost","None",2.1500001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Jeffrey Payne","TX","Governor of Texas","Governor","Lost","None",4.75,"White","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Joe Mumbach","TX","Governor of Texas","Governor","Lost","None",1.36,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Lupe Valdez","TX","Governor of Texas","Governor","Advanced","Advanced",42.91,"Nonwhite","Yes","Yes","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Thomas Wakely","TX","Governor of Texas","Governor","Lost","None",3.4100001,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Brent Beal","TX","U.S. House Texas District 1","Representative","Lost","None",38.959999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Shirley McKellar","TX","U.S. House Texas District 1","Representative","Advanced","None",61.040001,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Kevin Nelson","TX","U.S. House Texas District 10","Representative","Lost","None",4.1199999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Madeline Eden","TX","U.S. House Texas District 10","Representative","Lost","None",14.27,"White","No","Yes","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Matt Harris","TX","U.S. House Texas District 10","Representative","Lost","None",7.3200002,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Mike Siegel","TX","U.S. House Texas District 10","Representative","Advanced","Advanced",40,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Tami Walker","TX","U.S. House Texas District 10","Representative","Lost","None",15.56,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Tawana Cadien","TX","U.S. House Texas District 10","Representative","Advanced","Lost",17.959999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Eric Pfalzgraf","TX","U.S. House Texas District 11","Representative","Lost","None",17.09,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Jennie Lou Leeder","TX","U.S. House Texas District 11","Representative","Advanced","None",82.910004,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Vanessa Adia","TX","U.S. House Texas District 12","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Greg Sagan","TX","U.S. House Texas District 13","Representative","Advanced","None",100,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Adrienne Bell","TX","U.S. House Texas District 14","Representative","Advanced","None",79.830002,"Nonwhite","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Levy Barnes Jr.","TX","U.S. House Texas District 14","Representative","Lost","None",20.17,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Dori Fenenbock","TX","U.S. House Texas District 16","Representative","Lost","None",21.969999,"White","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","3"
"Enrique Garcia","TX","U.S. House Texas District 16","Representative","Lost","None",5.3299999,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","3"
"Jerome Tilghman","TX","U.S. House Texas District 16","Representative","Lost","None",2.97,"Nonwhite","Yes","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","3"
"John Carrillo","TX","U.S. House Texas District 16","Representative","Lost","None",1.55,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","3"
"Norma Chavez","TX","U.S. House Texas District 16","Representative","Lost","None",6.6599998,"Nonwhite","No","No","Yes","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","3"
"Veronica Escobar","TX","U.S. House Texas District 16","Representative","Advanced","None",61.529999,"Nonwhite","No","No","Yes","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","3"
"Dale Mantey","TX","U.S. House Texas District 17","Representative","Lost","None",36.599998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Rick Kennedy","TX","U.S. House Texas District 17","Representative","Advanced","None",63.400002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Miguel Levario","TX","U.S. House Texas District 19","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Ali Khorasani","TX","U.S. House Texas District 2","Representative","Lost","None",7.5,"Nonwhite","No","Yes","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"H. P. Parvizian","TX","U.S. House Texas District 2","Representative","Lost","None",7.9099998,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Jimmy Darnell Jones","TX","U.S. House Texas District 2","Representative","Lost","None",22.08,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Silky Malik","TX","U.S. House Texas District 2","Representative","Lost","None",9.6999998,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Todd Litton","TX","U.S. House Texas District 2","Representative","Advanced","None",52.810001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Derrick Crowe","TX","U.S. House Texas District 21","Representative","Lost","None",23.049999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","No","Neutral","3"
"Elliott McFadden","TX","U.S. House Texas District 21","Representative","Lost","None",17.02,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral","3"
"Joseph Kopser","TX","U.S. House Texas District 21","Representative","Advanced","Advanced",29.030001,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Yes","Neutral","3"
"Mary Wilson","TX","U.S. House Texas District 21","Representative","Advanced","Lost",30.9,"White","No","Yes","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Yes","Neutral","Neutral","Neutral","No","Neutral","3"
"Letitia Plummer","TX","U.S. House Texas District 22","Representative","Advanced","Lost",24.290001,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Margarita Ruiz Johnson","TX","U.S. House Texas District 22","Representative","Lost","None",12.64,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Mark Gibson","TX","U.S. House Texas District 22","Representative","Lost","None",10.24,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Sri Preston Kulkarni","TX","U.S. House Texas District 22","Representative","Advanced","Advanced",31.85,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Steve Brown","TX","U.S. House Texas District 22","Representative","Lost","None",20.98,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Angela Villescaz","TX","U.S. House Texas District 23","Representative","Lost","None",9.0900002,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral","3"
"Gina Ortiz Jones","TX","U.S. House Texas District 23","Representative","Advanced","Advanced",41.560001,"Nonwhite","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Yes","Neutral","3"
"Jay Hulings","TX","U.S. House Texas District 23","Representative","Lost","None",14.98,"Nonwhite","No","No","No","No","No","Yes","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral","3"
"Judy Canales","TX","U.S. House Texas District 23","Representative","Lost","None",16.99,"Nonwhite","No","No","No","No","No","Yes","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral","3"
"Rick Trevi̱o","TX","U.S. House Texas District 23","Representative","Advanced","Lost",17.379999,"Nonwhite","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","No","Neutral","3"
"Jan McDowell","TX","U.S. House Texas District 24","Representative","Advanced","None",52.470001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"John Biggan","TX","U.S. House Texas District 24","Representative","Lost","None",21.52,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Josh Imhoff","TX","U.S. House Texas District 24","Representative","Lost","None",6.02,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Todd Allen","TX","U.S. House Texas District 24","Representative","Lost","None",20,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Chetan Panda","TX","U.S. House Texas District 25","Representative","Lost","None",9.04,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"Chris Perri","TX","U.S. House Texas District 25","Representative","Advanced","Lost",32.790001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","3"
"Julie Oliver","TX","U.S. House Texas District 25","Representative","Advanced","Advanced",26.440001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"Kathi Thomas","TX","U.S. House Texas District 25","Representative","Lost","None",21.16,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"West Hansen","TX","U.S. House Texas District 25","Representative","Lost","None",10.57,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","3"
"Linsey Fagan","TX","U.S. House Texas District 26","Representative","Advanced","None",52.66,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Will Fisher","TX","U.S. House Texas District 26","Representative","Lost","None",47.34,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","3"
"Eric Holguin","TX","U.S. House Texas District 27","Representative","Advanced","Advanced",23.299999,"Nonwhite","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","3"
